hour,agg,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class11
-3,846.884,0,0,0,0,0,0,0,0,0,0,0
-2,104850.58600000018,0,0,1,0,0,1,1,1,0,0,1
-1,103727.9620000003,0,0,1,0,0,1,1,1,0,0,1
0,99711.52000000025,0,0,0,0,0,0,0,1,0,0,1
1,97289.96500000014,0,0,1,0,0,0,0,0,0,0,0
2,98767.31500000045,0,0,0,0,0,1,1,1,0,0,1
3,99174.26000000039,0,0,0,0,0,0,0,1,0,0,1
4,99642.48300000034,0,0,0,0,0,1,1,0,0,0,0
5,99270.87300000039,0,0,1,0,0,0,0,1,0,0,1
6,223681.37600000063,0,0,1,0,0,1,1,1,0,0,1
7,594084.6300000014,0,0,1,0,0,0,0,0,0,0,0
8,549682.0409999989,0,0,1,0,0,0,0,0,0,0,0
9,623752.7909999972,0,0,1,0,0,1,1,0,0,0,0
10,596578.5369999984,0,0,1,0,0,0,0,0,0,0,0
11,548885.7370000004,0,0,1,0,0,0,0,1,0,1,1
12,572159.2519999987,0,0,0,0,0,1,1,1,0,1,1
13,573125.8920000003,0,0,1,0,0,0,0,0,0,1,0
14,578971.6360000011,0,0,1,0,0,1,1,0,0,0,0
15,580594.9890000002,0,0,0,0,0,1,1,0,0,0,0
16,547112.2849999992,0,0,0,0,0,1,1,0,0,0,0
17,546746.0009999985,0,0,0,0,0,1,1,1,0,0,1
18,544092.704,0,0,0,0,0,0,0,0,0,1,0
19,567498.6090000005,0,0,1,0,0,0,0,1,0,0,1
20,199975.18299999877,0,0,0,0,0,1,1,0,0,0,0
21,188578.03900000046,0,0,1,0,0,1,1,0,0,0,0
22,99071.62600000013,0,0,1,0,0,1,1,0,0,0,0
23,98781.43100000022,0,0,0,0,0,1,1,1,0,0,1
24,99620.3860000001,0,0,1,0,0,0,0,0,0,0,0
25,99801.73500000036,0,0,1,0,0,0,0,1,0,0,1
26,98809.98900000019,0,0,0,0,0,1,1,0,0,0,0
27,97962.02400000008,0,0,0,0,0,1,1,1,0,0,1
28,99227.07600000057,0,0,0,0,0,1,1,0,0,0,0
29,141459.0529999999,0,0,0,0,0,0,0,1,0,0,1
30,150469.6750000002,0,0,1,0,0,0,0,0,0,0,0
31,148824.17500000034,0,0,1,0,0,0,0,0,0,0,0
32,99283.8260000003,0,0,1,0,0,0,0,1,0,0,1
33,268983.51200000057,0,0,0,0,0,0,0,1,0,0,1
34,562255.3370000002,0,0,1,0,0,0,0,1,0,0,1
35,532782.5099999998,0,0,0,0,0,1,1,1,0,0,1
36,540874.6760000008,0,0,0,0,0,1,1,1,0,0,1
37,460110.80200000067,0,0,0,0,0,0,0,1,0,0,1
38,130992.03100000012,0,0,0,0,0,1,1,1,0,0,1
39,509768.58899999986,0,0,0,0,0,1,1,1,0,0,1
40,568429.7279999988,0,0,1,0,0,0,0,0,0,0,0
41,523228.14599999954,0,0,0,0,0,1,1,1,0,0,1
42,621459.2840000017,0,0,1,0,0,0,0,1,0,0,1
43,590376.904,1,0,1,0,0,0,0,0,1,0,0
44,545793.6929999997,0,0,1,0,0,0,0,1,0,0,1
45,214801.60400000025,0,0,0,0,0,0,0,0,0,0,0
46,91297.96000000012,0,0,1,0,0,1,1,0,0,0,0
47,98555.57200000012,0,0,0,0,0,0,0,1,0,0,1
48,97043.61200000023,0,0,1,0,0,0,0,0,0,0,0
49,98409.08400000016,0,0,1,0,0,1,1,1,0,0,1
50,99913.83300000017,0,0,1,0,0,0,0,1,0,0,1
51,99644.58400000002,0,0,1,0,0,0,0,0,0,0,0
52,99792.87600000025,0,0,1,0,0,0,0,0,0,0,0
53,99952.0040000006,0,0,1,0,0,1,1,1,0,0,1
54,400995.06499999925,0,0,1,0,0,1,1,0,0,0,0
55,565295.372999998,0,0,0,0,0,1,1,0,0,0,0
56,543977.4320000001,0,0,0,0,0,1,1,1,0,0,1
57,576814.8149999992,0,0,1,0,0,1,1,1,0,0,1
58,491987.23699999956,0,0,0,0,0,1,1,0,0,0,0
59,510636.2769999994,0,0,0,0,0,1,1,0,0,0,0
60,551160.1159999998,0,0,1,0,0,0,0,1,0,0,1
61,551314.9299999997,0,0,0,0,0,1,1,0,0,0,0
62,491105.6619999982,0,0,0,0,0,1,1,1,0,0,1
63,506325.9440000013,0,0,0,0,0,1,1,1,0,0,1
64,542667.8720000001,0,0,0,1,0,1,1,0,0,0,0
65,682583.7789999982,1,0,1,0,1,1,1,1,1,0,1
66,628703.4000000004,0,0,1,0,0,0,0,1,0,0,1
67,615985.4169999982,0,0,1,0,0,0,0,0,0,0,0
68,248979.86400000006,0,0,0,0,0,1,1,0,0,0,0
69,289257.5549999995,0,0,1,0,0,0,0,0,0,0,0
70,147327.59700000015,0,0,0,0,0,1,1,0,0,1,0
71,115434.55600000024,0,0,1,0,0,0,0,0,0,0,0
72,102116.95399999972,0,0,1,0,0,0,0,0,0,0,0
73,96987.07600000028,0,0,1,0,0,1,1,1,0,0,1
74,100668.4930000002,0,0,0,0,0,1,1,1,0,0,1
75,101337.15400000023,0,0,1,0,0,1,1,1,0,0,1
76,106406.85800000004,0,0,0,0,0,1,1,0,0,0,0
77,150583.43099999987,0,0,0,0,0,1,1,1,0,0,1
78,356663.414,0,0,0,0,0,1,1,1,0,0,1
79,561399.4389999982,0,0,0,0,0,1,1,0,0,0,0
80,585104.2529999998,0,0,1,0,0,0,0,0,0,0,0
81,576201.7519999981,0,0,1,0,0,0,0,0,0,0,0
82,542905.3069999989,0,0,1,0,0,0,0,0,0,0,0
83,556453.7439999983,0,0,0,0,0,0,0,0,0,0,0
84,496654.5829999991,0,0,1,0,0,0,0,0,0,0,0
85,80773.50699999997,0,0,0,0,0,1,1,1,0,0,1
86,327590.2239999996,0,0,1,0,0,0,0,1,0,0,1
87,499962.4399999977,0,0,1,0,0,1,1,0,0,0,0
88,528756.7099999994,0,0,1,0,0,0,0,0,0,0,0
89,698068.9809999996,0,0,1,0,0,0,0,0,0,1,0
90,781863.2060000019,0,0,0,0,0,0,0,0,0,0,0
91,720624.2759999983,0,0,1,0,0,1,1,1,0,1,1
92,477091.8540000015,0,0,0,0,0,0,0,0,0,1,0
93,247492.21099999986,0,0,1,0,0,0,0,0,0,0,0
94,126683.85300000037,0,0,0,0,0,0,0,1,0,1,1
95,101551.54700000017,0,0,1,0,0,0,0,0,0,0,0
96,88456.65600000018,0,0,1,0,0,1,1,1,0,0,1
97,89788.50100000013,0,0,0,0,0,1,1,1,0,0,1
98,88194.86800000002,0,0,1,0,0,0,0,1,0,1,1
99,88759.62300000002,0,0,0,0,0,1,1,0,0,1,0
100,89895.20399999998,0,0,0,0,0,0,0,0,0,1,0
101,89727.772,0,0,1,0,0,0,0,0,0,1,0
102,152395.65200000026,0,0,1,0,0,0,0,0,0,1,0
103,144070.77500000002,0,0,0,0,0,0,0,0,0,1,0
104,124266.47500000006,0,0,0,0,0,0,0,0,0,1,0
105,86197.57800000018,0,0,0,0,0,1,1,0,0,1,0
106,86011.70699999969,0,0,0,0,0,1,1,0,0,0,0
107,86096.9409999998,0,0,0,0,0,0,0,0,0,0,0
108,86506.161,0,0,0,0,0,0,0,1,0,0,1
109,84973.21700000032,0,0,0,0,0,1,1,1,0,1,1
110,60698.54699999997,0,0,0,0,0,0,0,0,0,0,0
111,80357.48299999995,0,0,0,0,0,0,0,1,0,0,1
112,93732.33699999988,0,0,0,0,0,1,1,0,0,0,0
113,86084.39400000019,0,0,0,0,0,1,1,0,0,0,0
114,433938.33499999996,0,0,0,0,0,0,0,0,0,1,0
115,213028.92499999976,0,0,0,0,0,1,1,0,0,1,0
116,85564.63999999981,0,0,0,0,0,1,1,1,0,1,1
117,143230.35899999973,0,0,0,0,0,0,0,1,0,0,1
118,86469.83999999981,0,0,0,0,0,0,0,0,0,0,0
119,86480.86900000005,0,0,0,0,0,0,0,0,0,0,0
120,85956.52100000004,0,0,0,0,0,0,0,1,0,1,1
121,83899.68900000009,0,0,0,0,0,0,0,1,0,0,1
122,86857.33399999973,0,0,0,0,0,1,1,1,0,1,1
123,86339.59899999977,0,0,0,0,0,1,1,1,0,0,1
124,87065.81799999993,0,0,0,0,0,1,1,1,0,0,1
125,85921.55200000014,0,0,0,0,0,1,1,1,0,0,1
126,87052.05099999986,0,0,0,0,0,0,0,0,0,1,0
127,86394.43799999957,0,0,0,0,0,1,1,0,0,1,0
128,85390.14300000005,0,0,0,0,0,1,1,1,0,1,1
129,86837.41900000001,0,0,0,0,0,0,0,1,0,1,1
130,86683.81000000001,0,0,0,0,0,1,1,0,0,1,0
131,86090.87299999979,0,0,0,0,0,1,1,0,0,1,0
132,85687.38799999989,0,0,0,0,0,0,0,1,0,1,1
133,85428.41000000012,0,0,0,0,0,0,0,1,0,1,1
134,85892.68300000028,0,0,0,0,0,0,0,1,0,0,1
135,85508.11900000002,0,0,0,0,0,1,1,0,0,0,0
136,115468.79400000007,0,0,0,0,0,0,0,1,0,0,1
137,116500.76900000003,0,0,0,0,0,1,1,0,0,1,0
138,204791.9559999997,0,0,0,0,0,1,1,1,0,0,1
139,281586.0969999996,0,0,0,0,0,1,1,0,0,0,0
140,177437.26599999997,0,0,0,0,0,0,0,1,0,0,1
141,90855.34600000009,0,0,0,0,0,1,1,0,0,0,0
142,121234.95999999964,0,0,0,0,0,1,1,0,0,0,0
143,202661.31800000023,0,0,0,0,0,0,0,0,0,1,0
144,103253.21299999999,0,0,0,0,0,0,0,0,0,1,0
145,84250.78900000012,0,0,0,0,0,0,0,1,0,1,1
146,85439.827,0,0,0,0,0,1,1,0,0,1,0
147,84390.68899999971,0,0,0,0,0,1,1,1,0,1,1
148,84792.68999999987,0,0,0,0,0,0,0,0,0,0,0
149,84511.80099999982,0,0,0,0,0,1,1,0,0,0,0
150,83311.46399999963,0,0,0,0,0,1,1,0,0,0,0
151,83774.81699999976,0,0,0,0,0,0,0,0,0,0,0
152,83559.52799999986,0,0,0,0,0,1,1,0,0,1,0
153,83848.65799999984,0,0,0,0,0,1,1,1,0,0,1
154,83420.70699999991,0,0,0,0,0,0,0,0,0,0,0
155,84317.10700000002,0,0,0,0,0,0,0,0,0,1,0
156,84044.39300000023,0,0,0,0,0,0,0,0,0,1,0
157,84780.31900000003,0,0,0,0,0,0,0,0,0,0,0
158,85303.33099999973,0,0,0,0,0,0,0,1,0,1,1
159,105032.73599999992,0,0,0,0,0,0,0,1,0,0,1
160,117976.91200000008,0,0,0,0,0,1,1,1,0,0,1
161,99155.16000000019,0,0,0,0,0,1,1,0,0,0,0
162,98324.72600000011,0,0,0,0,0,1,1,0,0,1,0
163,118729.689,0,0,0,0,0,0,0,0,0,1,0
164,112011.29500000017,0,0,0,0,0,0,0,0,0,1,0
165,86741.52199999991,0,0,0,0,0,1,1,0,0,1,0
166,85499.15399999982,0,0,0,0,0,1,1,0,0,1,0
167,86280.67099999983,0,0,0,0,0,0,0,0,0,1,0
168,83721.56500000003,0,0,0,0,0,1,1,0,0,0,0
169,84373.28999999975,0,0,0,0,0,1,1,1,0,1,1
170,86654.8630000001,0,0,0,0,0,0,0,1,0,1,1
171,83729.06199999969,0,0,0,0,0,1,1,1,0,0,1
172,84665.56300000001,0,0,0,0,0,1,1,0,0,0,0
173,85255.18400000002,0,0,0,0,0,0,0,1,0,0,1
174,85681.19300000001,0,0,0,0,0,0,0,1,0,0,1
175,84978.23199999996,0,0,0,0,0,1,1,1,0,0,1
176,83951.82899999978,0,0,0,0,0,1,1,0,0,0,0
177,83513.48899999975,0,0,0,0,0,1,1,1,0,0,1
178,83518.47799999994,0,0,0,0,0,1,1,0,0,0,0
179,83518.14899999998,0,0,0,0,0,1,1,1,0,0,1
180,82301.43799999995,0,0,0,0,0,1,1,0,0,0,0
181,83586.8709999997,0,0,0,0,0,1,1,0,0,1,0
182,85253.274,0,0,0,0,0,1,1,0,0,1,0
183,83242.93000000005,0,0,0,0,0,1,1,0,0,1,0
184,83398.72300000003,0,0,0,0,0,1,1,0,0,1,0
185,85245.53999999985,0,0,0,0,0,0,0,0,0,1,0
186,104850.62399999976,0,0,0,0,0,1,1,0,0,0,0
187,281696.2770000001,0,0,0,0,0,1,1,1,0,0,1
188,258915.68900000074,0,0,0,0,0,0,0,0,0,0,0
189,92583.7609999999,0,0,0,0,0,0,0,0,0,0,0
190,101585.00400000012,0,0,0,0,0,1,1,1,0,0,1
191,89246.78899999979,0,0,0,0,0,0,0,1,0,0,1
192,86307.42899999981,0,0,0,0,0,0,0,1,0,0,1
193,86589.37700000002,0,0,0,0,0,0,0,1,0,0,1
194,85994.42500000009,0,0,0,0,0,0,0,1,0,0,1
195,86201.11599999992,0,0,0,0,0,0,0,0,0,1,0
196,94434.32499999987,0,0,0,0,0,0,0,1,0,1,1
197,88482.44799999996,0,0,0,0,0,0,0,0,0,1,0
198,157196.35099999982,0,0,0,0,0,1,1,1,0,1,1
199,501672.0379999985,0,0,0,0,0,0,0,0,0,1,0
200,388838.27300000074,0,0,1,0,0,1,1,1,0,1,1
201,244044.0020000003,0,0,0,0,0,0,0,1,0,0,1
202,87061.14400000004,0,0,0,0,0,0,0,1,0,0,1
203,75054.713,0,0,0,0,0,0,0,1,0,0,1
204,230421.88899999918,0,0,0,0,0,1,1,0,0,0,0
205,105777.46000000054,0,0,0,0,0,1,1,0,0,0,0
206,105930.32200000025,0,0,1,0,0,0,0,1,0,0,1
207,445766.4989999993,0,0,1,0,0,0,0,1,0,0,1
208,595283.6929999989,0,0,1,0,0,1,1,1,0,0,1
209,616649.9440000014,0,0,0,0,0,1,1,1,0,0,1
210,341872.9519999989,0,0,1,0,0,1,1,0,0,0,0
211,133404.83100000015,0,0,0,0,0,0,0,0,0,0,0
212,105068.1910000003,0,0,1,0,0,1,1,1,0,1,1
213,104810.83900000018,0,0,1,0,0,1,1,1,0,1,1
214,95158.49900000019,0,0,0,0,0,1,1,0,0,1,0
215,106710.85299999994,0,0,1,0,0,0,0,1,0,0,1
216,106944.56499999977,0,0,1,0,0,1,1,0,0,1,0
217,106577.68400000002,0,0,1,0,0,0,0,1,0,0,1
218,106480.56300000011,0,0,1,0,0,0,0,0,0,0,0
219,105791.99900000011,0,0,1,0,0,1,1,1,0,0,1
220,105317.33499999983,0,0,1,0,0,0,0,1,0,0,1
221,105336.25699999994,0,0,1,0,0,0,0,0,0,0,0
222,333294.1620000004,0,0,0,0,0,1,1,0,0,0,0
223,556806.1559999991,0,0,1,0,0,0,0,0,0,0,0
224,385543.6350000005,0,0,0,0,0,1,1,1,0,0,1
225,504671.70100000006,0,0,0,0,0,1,1,0,0,0,0
226,541061.9440000013,0,0,0,0,0,1,1,1,0,0,1
227,518268.19099999993,0,0,0,0,0,1,1,0,0,1,0
228,544940.1799999983,0,0,0,0,0,0,0,0,0,1,0
229,542172.3009999989,0,0,0,0,0,1,1,1,0,1,1
230,538334.3780000004,0,0,1,0,0,0,0,0,0,0,0
231,571540.6480000007,0,0,0,0,0,0,0,0,0,1,0
232,571208.3129999989,0,0,0,0,0,0,0,1,0,1,1
233,656953.5330000004,1,0,0,0,1,0,0,0,1,1,0
234,679858.4619999971,0,0,1,0,0,0,0,0,0,1,0
235,566186.1279999987,0,0,0,0,0,1,1,0,0,0,0
236,103766.36799999977,0,0,1,0,0,0,0,1,0,0,1
237,106190.35799999996,0,0,1,0,0,0,0,0,0,0,0
238,105529.63900000021,0,0,0,0,0,0,0,1,0,0,1
239,101793.55000000008,0,0,1,0,0,1,1,1,0,0,1
240,102348.04000000023,0,0,0,0,0,0,0,0,0,0,0
241,100662.6140000002,0,0,1,0,0,0,0,1,0,0,1
242,102508.735,0,0,0,0,0,1,1,0,0,1,0
243,102911.66000000008,0,0,0,0,0,1,1,1,0,1,1
244,101543.79599999999,0,0,1,0,0,0,0,1,0,0,1
245,366123.3540000009,0,0,1,0,0,1,1,1,0,1,1
246,580203.4509999994,0,0,1,0,0,1,1,0,0,0,0
247,570097.2779999989,0,0,0,0,0,0,0,0,0,1,0
248,567687.4869999996,0,0,0,0,0,1,1,0,0,0,0
249,527799.79,0,0,0,0,0,0,0,0,0,1,0
250,515374.891,0,0,0,0,0,0,0,0,0,0,0
251,371675.5970000001,0,0,0,0,0,0,0,0,0,0,0
252,105416.10100000004,0,0,0,0,0,0,0,1,0,0,1
253,105319.14600000005,0,0,0,0,0,0,0,1,0,0,1
254,104347.1180000004,0,0,0,0,0,0,0,0,0,0,0
255,103026.61500000028,0,0,0,0,0,1,1,1,0,1,1
256,556400.7409999992,0,0,0,1,0,1,1,0,0,0,0
257,757256.5430000015,0,0,1,0,0,1,1,1,0,0,1
258,655445.8029999996,0,0,1,0,0,0,0,0,0,0,0
259,545100.5410000001,0,0,0,0,0,0,0,1,0,0,1
260,546821.4209999995,0,0,1,0,0,1,1,1,0,1,1
261,570669.1350000002,0,0,1,0,0,1,1,0,0,1,0
262,332182.07699999976,0,0,1,0,0,0,0,1,0,1,1
263,100600.94500000023,0,0,1,0,0,1,1,1,0,0,1
264,100130.52700000018,0,0,0,0,0,1,1,0,0,0,0
265,101043.93200000007,0,0,1,0,0,1,1,0,0,0,0
266,100001.81799999998,0,0,1,0,0,1,1,0,0,0,0
267,101033.4570000001,0,0,1,0,0,1,1,0,0,1,0
268,100700.62300000031,0,0,0,0,0,0,0,1,0,0,1
269,99836.3810000001,0,0,0,0,0,1,1,1,0,0,1
270,135065.65799999985,0,0,0,0,0,0,0,1,0,0,1
271,118413.5139999997,0,0,0,0,0,0,0,1,0,0,1
272,73090.44899999985,0,0,0,0,0,0,0,1,0,0,1
273,74111.11799999989,0,0,0,0,0,0,0,0,0,0,0
274,73418.86999999997,0,0,0,0,0,0,0,1,0,0,1
275,72967.7800000002,0,0,0,0,0,0,0,1,0,0,1
276,73529.042,0,0,0,0,0,0,0,1,0,1,1
277,73184.03099999999,0,0,0,0,0,0,0,0,0,0,0
278,73539.18099999998,0,0,0,0,0,0,0,1,0,1,1
279,78921.39,0,0,0,0,1,0,0,1,0,1,1
280,192782.54200000002,0,0,0,0,0,0,0,1,0,0,1
281,188513.10900000003,0,0,0,0,0,0,0,1,0,1,1
282,173398.73400000014,0,0,0,0,0,0,0,0,0,1,0
283,90929.29799999972,0,0,0,0,0,0,0,1,0,0,1
284,71049.45900000015,0,0,0,0,0,0,0,1,0,0,1
285,72523.89399999993,0,0,0,0,0,0,0,0,0,0,0
286,73416.2839999999,0,0,0,0,0,0,0,1,0,0,1
287,72850.22700000012,0,0,0,0,0,0,0,1,0,0,1
288,72410.4129999999,0,0,0,0,0,0,0,1,0,0,1
289,97517.23300000025,0,0,0,0,0,1,1,0,0,0,0
290,100233.748,0,0,1,0,0,0,0,0,0,1,0
291,100112.22700000007,0,0,1,0,0,0,0,1,0,0,1
292,100327.29199999972,0,0,1,0,0,0,0,0,0,1,0
293,99500.52199999995,0,0,0,0,0,0,0,1,0,1,1
294,513204.1600000001,0,0,1,0,0,1,1,0,0,1,0
295,559618.8850000007,0,0,0,0,0,0,0,0,0,1,0
296,586931.1879999998,0,0,0,0,0,0,0,1,0,1,1
297,685897.8809999985,0,0,1,0,0,1,1,0,0,0,0
298,563019.1089999988,0,0,1,0,0,0,0,0,0,1,0
299,474019.8860000003,0,0,0,0,0,0,0,1,0,0,1
300,531378.8910000002,0,0,1,0,0,0,0,0,0,0,0
301,555502.7139999997,0,0,0,0,0,0,0,1,0,0,1
302,685357.1890000013,1,0,0,0,0,1,1,0,1,1,0
303,647809.3080000005,0,0,0,0,0,1,1,0,0,1,0
304,584193.569999998,0,1,1,0,0,0,0,1,0,1,1
305,678241.8880000002,0,0,1,0,0,1,1,0,0,1,0
306,611955.8210000013,0,0,1,0,0,1,1,0,0,1,0
307,425465.2839999999,0,0,0,0,0,0,0,1,0,0,1
308,230902.94499999972,0,0,0,0,0,1,1,1,0,1,1
309,150234.18599999987,0,0,0,0,0,0,0,1,0,1,1
310,189450.45399999985,0,0,1,0,0,0,0,1,0,0,1
311,142481.59000000005,0,0,0,0,0,0,0,1,0,0,1
312,131679.47699999978,0,1,0,0,0,0,0,1,0,0,1
313,193766.09799999968,0,0,0,0,0,1,1,1,0,0,1
314,102720.50100000002,0,0,0,0,0,0,0,0,0,0,0
315,169645.56800000003,0,0,0,0,0,1,1,1,0,0,1
316,158026.05200000005,0,0,0,0,0,0,0,0,0,0,0
317,110641.60000000018,0,0,0,0,0,1,1,1,0,0,1
318,350691.6819999998,0,1,1,0,0,0,0,1,0,0,1
319,608382.0999999976,0,0,1,0,0,0,0,0,0,1,0
320,587985.1569999993,0,0,1,0,0,0,0,1,0,0,1
321,589484.7430000015,0,0,0,0,0,0,0,0,0,0,0
322,528139.1969999989,0,0,1,0,0,1,1,0,0,0,0
323,341596.1860000018,0,1,1,0,0,0,0,1,0,0,1
324,143344.57700000008,0,0,0,0,0,1,1,0,0,1,0
325,135391.1910000001,0,1,1,0,0,1,1,0,0,1,0
326,196710.80900000042,0,0,0,0,0,1,1,1,0,1,1
327,113607.66900000007,0,0,0,0,0,0,0,1,0,1,1
328,168379.40900000045,0,1,0,0,0,1,1,1,0,1,1
329,177597.00400000054,0,0,0,0,0,1,1,1,0,0,1
330,98645.99100000014,0,0,0,0,0,1,1,1,0,0,1
331,197080.3560000004,0,1,0,0,0,0,0,1,0,0,1
332,145515.99000000057,0,0,1,0,0,0,0,1,0,0,1
333,132741.09300000026,0,1,1,0,0,0,0,0,0,0,0
334,199490.56700000077,0,1,0,0,0,0,0,1,0,0,1
335,138233.53199999972,0,0,0,0,0,0,0,0,0,0,0
336,160325.7310000004,0,0,0,0,0,0,0,0,0,0,0
337,178369.7090000002,0,0,0,0,0,0,0,0,0,0,0
338,100982.55500000012,0,0,1,0,0,0,0,0,0,1,0
339,193795.71900000022,0,1,0,0,0,1,1,0,0,0,0
340,151911.47300000006,0,0,1,0,0,0,0,1,0,1,1
341,127713.9229999999,0,0,1,0,0,0,0,1,0,1,1
342,200012.68799999962,0,1,0,0,0,1,1,1,0,0,1
343,171464.2459999998,0,0,0,0,0,1,1,0,0,1,0
344,410948.8240000005,0,1,1,0,0,1,1,0,0,1,0
