hour,agg,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class11
345,689949.7350000008,0,0,1,0,0,1,1,1,0,1,1
346,636623.5879999992,0,0,0,0,0,1,1,0,0,0,0
347,641836.4429999989,0,0,0,0,0,1,1,1,0,1,1
348,647213.0879999998,0,0,0,0,0,1,1,0,0,0,0
349,593468.5999999993,0,0,1,0,0,0,0,1,0,0,1
350,651541.3959999991,0,1,1,0,0,1,1,0,0,0,0
351,489199.14400000015,0,0,1,0,0,1,1,1,0,0,1
352,174533.44100000043,0,1,0,0,0,0,0,0,0,0,0
353,249256.64799999972,0,0,1,0,0,1,1,1,0,0,1
354,168226.6149999995,0,0,0,0,0,0,0,1,0,0,1
355,135086.71200000012,0,1,1,0,0,0,0,1,0,0,1
356,206431.75000000047,0,0,1,0,0,0,0,1,0,0,1
357,163529.65300000043,0,0,1,0,0,0,0,1,0,1,1
358,200864.89399999962,0,0,0,0,0,1,1,1,0,1,1
359,188378.44400000037,0,0,0,0,0,0,0,0,0,1,0
360,96362.7929999999,0,0,1,0,0,0,0,0,0,1,0
361,186618.7410000003,0,1,1,0,0,0,0,1,0,1,1
362,176798.10700000025,0,0,1,0,0,1,1,0,0,1,0
363,100313.68499999987,0,0,1,0,0,0,0,0,0,0,0
364,202684.76599999965,0,1,1,0,0,0,0,0,0,0,0
365,154904.52800000034,0,0,1,0,0,0,0,1,0,0,1
366,376413.3760000005,0,0,1,0,0,1,1,1,0,1,1
367,709186.9599999976,0,1,0,0,0,0,0,0,0,0,0
368,601574.533999999,0,0,1,0,0,0,0,0,0,0,0
369,629406.0639999988,0,1,1,0,0,1,1,0,0,0,0
370,325846.490000001,0,1,1,0,0,1,1,1,0,0,1
371,157783.81799999997,0,0,0,0,0,1,1,0,0,0,0
372,608839.8919999998,0,0,0,0,0,1,1,1,0,0,1
373,643444.9549999997,0,0,0,0,0,1,1,0,0,0,0
374,174482.5279999998,0,0,1,0,0,0,0,0,0,1,0
375,195730.08799999979,0,1,0,0,0,1,1,1,0,0,1
376,603811.6819999985,0,0,0,0,0,1,1,0,0,1,0
377,656756.1329999985,0,0,0,0,0,1,1,1,0,1,1
378,684032.2170000011,0,1,1,0,0,1,1,0,0,0,0
379,164687.54200000025,0,0,0,0,0,0,0,1,0,0,1
380,214489.4140000003,0,1,1,0,0,0,0,0,0,1,0
381,195204.23800000033,0,1,0,0,0,1,1,0,0,0,0
382,121814.01599999993,0,0,0,0,0,0,0,1,0,0,1
383,132544.25299999988,0,1,0,0,0,0,0,0,0,0,0
384,192262.8490000002,0,0,0,0,0,1,1,0,0,0,0
385,109051.706,0,0,0,0,0,0,0,1,0,0,1
386,160126.95400000032,0,0,1,0,0,0,0,0,0,0,0
387,171629.171,0,0,1,0,0,0,0,0,0,0,0
388,99996.06200000008,0,1,0,0,0,0,0,0,0,0,0
389,196845.4220000001,0,1,0,0,0,0,0,0,0,0,0
390,303502.14200000034,0,0,0,0,0,0,0,0,0,1,0
391,591034.2690000003,0,0,1,0,0,0,0,1,0,1,1
392,687554.6849999988,0,1,1,0,0,0,0,0,0,1,0
393,567806.440999998,0,0,1,0,0,1,1,0,0,0,0
394,573083.6260000002,0,0,1,0,0,0,0,0,0,0,0
395,507512.03199999826,0,1,1,0,0,0,0,0,0,1,0
396,115179.33599999995,0,0,0,0,0,0,0,0,0,1,0
397,170044.4760000005,0,1,1,0,0,0,0,1,0,0,1
398,179235.21099999998,0,0,0,0,0,0,0,0,0,0,0
399,186757.87100000048,0,0,0,0,0,0,0,1,0,0,1
400,714783.1980000004,0,0,1,0,0,1,1,1,0,0,1
401,752879.5180000002,0,0,0,1,0,1,1,0,0,0,0
402,855013.2239999998,0,1,1,1,0,0,0,1,0,0,1
403,304689.1500000007,0,0,0,0,0,1,1,0,0,0,0
404,226926.56899999955,0,0,0,0,0,1,1,0,0,0,0
405,154887.9939999996,0,1,1,0,0,0,0,1,0,0,1
406,252202.77299999967,0,0,0,0,0,0,0,0,0,1,0
407,160370.9699999998,0,0,1,0,0,0,0,1,0,0,1
408,125240.06000000017,0,1,0,0,0,0,0,0,0,1,0
409,189204.10499999995,0,0,0,0,0,0,0,0,0,1,0
410,117126.38899999959,0,0,1,0,0,0,0,0,0,1,0
411,155339.62300000008,0,1,0,0,0,1,1,0,0,1,0
412,182504.89099999995,0,0,1,0,0,1,1,0,0,1,0
413,102260.44900000004,0,0,0,0,0,1,1,0,0,0,0
414,588289.6530000002,0,1,0,0,0,1,1,1,0,0,1
415,661581.8940000009,0,0,1,0,0,1,1,1,0,0,1
416,199537.7819999993,0,0,1,0,0,0,0,1,0,0,1
417,470933.55399999954,0,1,0,0,0,0,0,0,0,0,0
418,525877.5379999996,0,0,0,0,0,0,0,1,0,0,1
419,576833.0600000005,0,1,0,0,0,1,1,1,0,0,1
420,618476.8699999998,0,0,1,0,0,1,1,0,0,0,0
421,523092.4680000005,0,0,0,0,0,1,1,1,0,0,1
422,619228.777999999,0,0,0,0,0,1,1,1,0,0,1
423,674867.2319999991,0,0,1,0,0,1,1,1,0,0,1
424,287546.4130000006,0,0,1,0,0,0,0,0,0,0,0
425,295235.2080000004,0,0,1,0,0,1,1,1,0,1,1
426,296060.13000000047,0,0,1,0,1,0,0,1,0,1,1
427,226429.99800000025,0,0,1,0,0,0,0,0,0,0,0
428,216634.1760000005,0,0,0,0,0,1,1,1,0,1,1
429,116844.10300000012,0,0,0,0,0,0,0,1,0,0,1
430,162658.76099999977,0,0,1,0,0,0,0,0,0,0,0
431,196341.44900000037,0,0,0,0,0,0,0,1,0,0,1
432,103989.8800000004,0,0,1,0,0,0,0,0,0,0,0
433,174888.62500000015,0,1,1,0,0,1,1,0,0,0,0
434,164579.78400000016,0,0,0,0,0,1,1,0,0,0,0
435,108539.39400000016,0,1,1,0,0,0,0,1,0,0,1
436,200291.17900000032,0,0,1,0,0,0,0,0,0,0,0
437,361225.51999999996,0,0,0,0,0,0,0,1,0,0,1
438,628677.6869999997,0,0,1,0,0,0,0,0,0,0,0
439,652682.1339999998,0,0,0,0,0,1,1,0,0,0,0
440,509649.70599999925,0,0,0,0,0,0,0,0,0,1,0
441,598603.4809999993,0,1,0,0,0,1,1,0,0,1,0
442,644123.6899999997,0,0,0,0,0,0,0,0,0,0,0
443,591458.6140000004,0,0,0,0,0,0,0,0,0,0,0
444,709377.832000001,0,0,0,0,0,1,1,1,0,1,1
445,568711.1729999996,0,0,0,0,0,0,0,1,0,1,1
446,607673.6070000004,0,1,0,0,0,0,0,1,0,1,1
447,471721.8169999993,0,0,1,0,0,1,1,0,0,0,0
448,155205.91499999998,0,1,0,0,0,0,0,0,0,1,0
449,421529.3560000001,0,0,1,0,0,0,0,1,0,0,1
450,630428.4289999992,0,0,0,0,0,0,0,1,0,0,1
451,569129.0449999981,0,1,0,0,0,1,1,0,0,0,0
452,639474.8119999999,0,0,1,0,0,0,0,1,0,0,1
453,198969.05500000002,0,0,1,0,0,1,1,0,0,0,0
454,175728.25400000054,0,0,0,0,0,0,0,0,0,0,0
455,105639.6430000001,0,0,1,0,0,0,0,1,0,0,1
456,197259.28900000066,0,0,0,0,0,1,1,0,0,0,0
457,94753.8400000002,0,0,1,0,0,0,0,0,0,0,0
458,185666.02800000017,0,1,0,0,0,1,1,0,0,1,0
459,116920.25399999997,0,0,0,0,0,1,1,0,0,1,0
460,164750.66600000078,0,1,0,0,0,1,1,1,0,0,1
461,137759.0880000001,0,0,1,0,0,1,1,0,0,1,0
462,624064.2309999984,0,1,1,0,0,0,0,0,0,1,0
463,595568.374000001,0,0,0,0,0,1,1,1,0,1,1
464,539380.2759999989,0,0,0,0,0,0,0,1,0,1,1
465,606447.4910000018,0,0,0,0,0,1,1,0,0,0,0
466,338307.3440000005,0,0,1,0,0,1,1,1,0,1,1
467,204636.7959999998,0,1,1,0,0,0,0,0,0,0,0
468,449654.40999999933,0,0,0,0,0,0,0,1,0,0,1
469,362363.61800000176,0,0,0,0,0,0,0,0,0,1,0
497,95930.54199999999,0,0,1,0,0,0,0,0,0,0,0
498,386359.30499999895,0,0,0,0,0,1,1,0,0,0,0
499,79504.59799999985,0,0,1,0,0,1,1,0,0,0,0
500,82126.33899999977,0,0,0,0,0,1,1,0,0,0,0
501,68972.20500000005,0,0,1,0,0,0,0,0,0,0,0
502,46365.96000000006,0,0,1,0,0,0,0,1,0,0,1
503,163700.37400000042,0,1,0,0,0,0,0,0,0,0,0
504,196218.08199999994,0,1,1,0,0,0,0,0,0,1,0
505,119534.57600000006,0,0,0,0,0,0,0,0,0,0,0
506,183660.1700000002,0,1,1,0,0,1,1,1,0,1,1
507,168563.65700000033,0,0,0,0,0,1,1,0,0,1,0
508,134941.52399999977,0,1,1,0,0,0,0,1,0,0,1
509,198865.74000000063,0,0,1,0,0,0,0,1,0,1,1
510,136081.62099999952,0,0,1,0,0,1,1,1,0,0,1
511,388862.16000000044,0,0,1,0,0,0,0,0,0,0,0
512,600585.8249999984,0,0,0,0,0,1,1,0,0,0,0
513,185649.2780000002,0,0,1,0,0,0,0,1,0,0,1
514,235403.06399999995,0,1,0,0,0,0,0,0,0,0,0
515,245342.47800000015,0,0,1,0,0,0,0,1,0,1,1
516,240761.3549999992,0,0,1,0,0,0,0,1,0,1,1
517,199320.34299999996,0,0,0,0,0,1,1,1,0,0,1
518,127770.40999999987,0,0,1,0,0,0,0,1,0,0,1
519,254744.59499999994,0,0,1,0,0,1,1,1,0,0,1
520,215251.27900000013,0,0,0,0,0,1,1,1,0,0,1
521,151234.43699999974,0,0,0,0,0,1,1,0,0,0,0
522,553171.6920000002,0,1,1,0,0,0,0,0,0,0,0
523,589927.2819999997,0,0,0,0,0,0,0,1,0,1,1
524,165774.73100000003,0,0,1,0,0,1,1,1,0,1,1
525,209256.8520000003,0,1,1,0,0,0,0,0,0,1,0
526,109298.59800000022,0,0,0,0,0,1,1,0,0,0,0
527,198481.917,0,0,1,0,0,0,0,0,0,1,0
528,87365.80600000004,0,0,0,0,0,1,1,1,0,1,1
529,150438.52299999987,0,0,0,0,0,0,0,1,0,1,1
530,195400.81200000038,0,1,0,0,0,1,1,0,0,1,0
531,101847.08000000003,0,0,0,0,0,0,0,1,0,0,1
532,197591.83499999982,0,0,0,0,0,0,0,1,0,1,1
533,142121.9610000001,0,0,0,0,0,0,0,1,0,0,1
534,468995.11599999975,0,0,0,0,0,1,1,1,0,0,1
535,670966.2279999995,0,0,0,0,0,1,1,1,0,0,1
536,573644.5890000002,0,1,1,0,0,0,0,0,0,0,0
537,679256.5619999999,0,1,1,0,0,0,0,0,0,0,0
538,576865.6550000006,0,0,1,0,0,1,1,1,0,1,1
539,412190.75600000087,0,0,1,0,0,0,0,1,0,0,1
540,372232.7729999997,0,0,0,0,0,0,0,1,0,0,1
541,573917.3199999994,0,0,0,0,0,1,1,1,0,0,1
542,661325.777,0,1,1,0,0,1,1,0,0,1,0
543,638626.1810000007,0,0,1,0,0,0,0,1,0,0,1
544,534602.9800000003,0,1,1,0,0,1,1,0,0,1,0
545,359290.46099999966,0,0,0,0,1,1,1,1,0,0,1
546,586435.5949999997,0,0,1,0,0,0,0,0,0,1,0
547,656210.4189999982,0,1,1,0,0,0,0,0,0,1,0
548,186756.62899999993,0,0,0,0,0,1,1,1,0,1,1
549,140917.93000000005,0,0,0,0,0,0,0,0,0,0,0
550,190358.65999999983,0,1,0,0,0,1,1,1,0,0,1
551,138873.64799999996,0,0,0,0,0,1,1,0,0,0,0
552,169686.91000000027,0,1,0,0,0,0,0,0,0,0,0
553,185119.50600000026,0,0,0,0,0,0,0,0,0,0,0
554,105345.35400000004,0,1,0,0,0,0,0,0,0,0,0
555,201689.41400000043,0,1,0,0,0,0,0,1,0,0,1
556,182356.37900000004,0,0,0,0,0,1,1,0,0,0,0
557,118253.18800000031,0,0,0,0,0,0,0,1,0,0,1
558,295735.73299999995,0,0,0,0,0,0,0,1,0,1,1
559,621970.8000000013,0,0,1,0,0,1,1,1,0,1,1
560,622494.3729999996,0,1,0,0,0,1,1,0,0,0,0
561,565218.1450000013,0,1,1,0,0,1,1,1,0,1,1
562,132867.23200000043,0,0,0,0,0,1,1,1,0,0,1
563,187134.51800000016,0,1,0,0,0,1,1,0,0,1,0
564,190414.5960000001,0,0,1,0,0,0,0,0,0,1,0
565,97179.10799999995,0,0,0,0,0,1,1,1,0,1,1
566,37594.73199999996,0,0,1,0,0,0,0,0,0,0,0
567,29567.418999999896,0,0,0,0,0,1,1,0,0,0,0
568,128902.64600000002,0,0,1,0,0,1,1,1,0,0,1
569,392549.47700000013,0,1,0,0,1,0,0,0,0,0,0
570,237269.95500000025,0,0,0,0,0,1,1,0,0,1,0
571,394915.9369999998,0,0,0,0,0,1,1,0,0,0,0
572,157126.22699999993,0,0,1,0,0,0,0,0,0,0,0
573,213958.79900000076,0,1,0,0,0,1,1,1,0,0,1
574,193859.55500000023,0,0,0,0,0,1,1,0,0,0,0
575,127206.27699999975,0,0,0,0,0,0,0,1,0,0,1
576,159459.3220000001,0,0,0,0,0,0,0,1,0,0,1
577,172477.38000000082,0,0,0,0,0,0,0,1,0,1,1
578,106751.31900000008,0,0,0,0,0,0,0,0,0,1,0
579,199186.06800000055,0,0,0,0,0,0,0,0,0,0,0
580,120464.65600000016,0,0,0,0,0,0,0,0,0,1,0
581,167978.7880000001,0,1,0,0,0,1,1,0,0,1,0
582,555407.6870000002,0,0,0,0,0,0,0,0,0,0,0
583,200084.40399999992,0,0,0,0,0,0,0,1,0,0,1
584,198092.8640000002,0,0,0,0,0,1,1,0,0,0,0
585,102684.38200000026,0,0,1,0,0,0,0,1,0,0,1
586,186880.82599999948,0,0,0,0,0,0,0,0,0,0,0
587,149659.70099999986,0,0,0,0,0,0,0,0,0,0,0
588,137637.55800000022,0,1,0,0,0,0,0,1,0,0,1
589,196764.07999999978,0,0,1,0,0,1,1,1,0,0,1
590,101204.725,0,0,1,0,0,0,0,0,0,0,0
591,186805.7170000001,0,1,1,0,0,1,1,0,0,0,0
592,146782.60300000044,0,0,1,0,0,1,1,0,0,0,0
593,281657.67000000004,0,1,1,0,0,0,0,1,0,1,1
594,506052.0589999988,0,1,0,0,1,1,1,0,0,0,0
595,275035.8019999994,0,1,1,0,0,0,0,0,0,1,0
596,193237.26900000064,0,0,1,0,0,1,1,0,0,0,0
597,234811.50299999982,0,1,1,0,0,0,0,0,0,1,0
598,210590.05999999965,0,0,1,0,0,0,0,1,0,0,1
599,127095.19100000015,0,0,0,0,0,0,0,0,0,1,0
600,176411.70100000044,0,0,0,0,0,0,0,0,0,0,0
601,115861.95099999906,0,0,0,0,0,0,0,1,0,1,1
602,149126.67600000004,0,1,0,0,0,0,0,0,0,0,0
603,199995.85300000015,0,1,1,0,0,1,1,1,0,0,1
604,105939.08900000025,0,0,0,0,0,0,0,1,0,0,1
605,243531.45700000005,0,1,1,0,0,0,0,0,0,0,0
606,634409.892,0,0,1,0,0,0,0,1,0,0,1
607,553308.6629999989,0,1,0,0,0,0,0,1,0,1,1
608,246709.45999999985,1,0,1,0,0,1,1,0,1,1,0
609,135950.90600000013,1,0,1,0,0,0,0,1,1,0,1
610,547028.6830000015,1,1,1,0,0,1,1,0,1,0,0
611,682091.2190000011,1,0,1,0,0,1,1,1,1,0,1
612,599882.2469999995,1,1,1,0,0,0,0,1,1,0,1
613,713792.4299999995,1,0,1,0,0,1,1,0,1,1,0
614,655887.8959999991,1,0,1,0,0,1,1,0,1,0,0
615,628574.8300000001,1,1,1,0,0,1,1,1,1,1,1
616,617372.3010000004,1,0,0,0,0,1,1,0,1,1,0
617,700448.4699999993,0,0,1,0,1,0,0,0,0,1,0
618,744323.5599999995,0,1,0,0,0,1,1,0,0,0,0
619,652827.4269999986,0,0,0,0,0,0,0,1,0,0,1
620,451665.32599999977,0,0,0,0,0,0,0,1,0,0,1
621,209545.17299999928,0,0,0,0,0,1,1,1,0,0,1
622,254142.47699999975,0,0,0,0,0,1,1,1,0,0,1
623,105970.44300000014,0,0,0,0,0,0,0,0,0,0,0
624,191657.84999999963,0,0,0,0,0,0,0,1,0,0,1
625,156817.54200000016,0,0,0,0,0,1,1,1,0,0,1
626,126931.96700000025,0,0,0,0,0,1,1,0,0,1,0
627,202679.1179999999,0,0,1,0,0,0,0,1,0,1,1
628,153738.95000000056,0,0,0,0,0,1,1,1,0,1,1
629,160892.68600000005,0,1,0,0,0,1,1,1,0,1,1
630,661851.422,0,1,1,0,0,1,1,0,0,1,0
631,564207.923999999,0,0,1,0,0,0,0,0,0,0,0
632,628902.948999999,0,0,1,0,0,1,1,0,0,1,0
633,563477.9020000006,0,0,1,0,0,0,0,0,0,0,0
634,398022.25399999984,0,1,1,0,0,0,0,0,0,0,0
635,187881.48299999943,0,0,0,0,0,1,1,1,0,0,1
636,117600.28099999981,0,0,0,0,0,1,1,1,0,0,1
637,140104.65399999995,0,0,0,0,0,1,1,0,0,0,0
638,175278.48200000002,0,0,0,0,0,0,0,1,0,0,1
639,83798.20799999993,0,0,0,0,0,1,1,1,0,0,1
640,177375.96200000017,0,0,0,0,0,0,0,1,0,0,1
641,119844.24899999973,1,0,0,0,0,0,0,0,1,1,0
642,115139.4509999998,0,1,0,0,0,0,0,0,0,0,0
643,154331.09300000034,0,0,0,0,0,0,0,0,0,0,0
644,85958.99900000026,0,0,0,0,0,1,1,1,0,1,1
645,147299.3009999996,0,0,0,0,0,1,1,0,0,0,0
646,8538.742999999995,0,0,0,0,0,1,1,0,0,0,0
647,8505.714999999998,0,0,0,0,0,1,1,0,0,0,0
648,8488.544999999982,0,0,0,0,0,1,1,0,0,0,0
649,8439.868999999992,0,0,0,0,0,1,1,0,0,0,0
650,8498.126999999979,0,0,0,0,0,0,0,0,0,0,0
651,8487.26699999997,0,0,0,0,0,1,1,0,0,0,0
652,8427.172999999984,0,0,0,0,0,0,0,0,0,0,0
653,8384.32699999999,0,0,0,0,0,0,0,0,0,0,0
654,8464.937999999993,0,0,0,0,0,1,1,0,0,0,0
655,8399.506,0,0,0,0,0,0,0,0,0,0,0
656,8428.144999999982,0,0,0,0,0,0,0,0,0,0,0
657,8384.153000000004,0,0,0,0,0,1,1,0,0,0,0
658,8449.345999999987,0,0,0,0,0,1,1,0,0,0,0
659,8463.24999999999,0,0,0,0,0,1,1,0,0,0,0
660,8481.066999999975,0,0,0,0,0,1,1,0,0,0,0
661,8582.568000000003,0,0,0,0,0,1,1,0,0,0,0
662,8596.66299999998,0,0,0,0,0,1,1,0,0,0,0
663,8615.242999999979,0,0,0,0,0,0,0,0,0,0,0
664,8609.700999999994,0,0,0,0,0,1,1,0,0,0,0
665,8585.142999999991,0,0,0,0,0,0,0,0,0,0,0
666,8320.603999999992,0,0,0,0,0,1,1,0,0,0,0
667,8224.612999999985,0,0,0,0,0,1,1,0,0,0,0
668,8670.776999999976,0,0,0,0,0,0,0,0,0,0,0
669,8569.744999999983,0,0,0,0,0,1,1,0,0,0,0
670,8527.336999999992,0,0,0,0,0,1,1,0,0,0,0
671,8427.858999999995,0,0,0,0,0,1,1,0,0,0,0
672,8306.659999999994,0,0,0,0,0,0,0,0,0,0,0
673,115874.47999999969,0,0,0,0,0,1,1,1,0,1,1
674,129730.3630000001,0,0,0,0,0,0,0,1,0,1,1
675,159878.85099999965,0,0,0,0,0,0,0,1,0,1,1
676,88233.3220000001,1,0,0,0,0,1,1,0,1,1,0
677,152314.54099999982,0,0,0,0,0,1,1,1,0,1,1
678,158170.7100000002,0,1,0,0,0,1,1,0,0,1,0
679,88492.32300000012,0,1,0,0,0,0,0,0,0,0,0
680,147913.20100000044,0,0,0,0,0,1,1,1,0,0,1
681,115327.30099999977,0,0,0,0,0,0,0,0,0,1,0
682,73149.71999999986,0,0,0,0,0,0,0,1,0,0,1
683,147056.28300000023,1,0,0,0,0,0,0,1,1,0,1
684,148197.97499999977,0,1,0,0,0,0,0,1,0,0,1
685,98414.24000000018,0,0,0,0,0,1,1,1,0,0,1
686,144940.09200000006,0,0,0,0,0,0,0,1,0,0,1
687,148644.87500000012,0,0,0,0,0,1,1,1,0,0,1
688,88666.51199999994,0,1,0,0,0,0,0,0,0,0,0
689,221913.7710000003,0,0,0,0,0,0,0,0,0,1,0
690,524869.345,1,1,1,0,0,0,0,1,1,1,1
691,513930.0860000007,0,0,1,0,0,1,1,0,0,0,0
692,227588.2910000004,0,0,0,0,0,0,0,1,0,0,1
693,157222.54699999993,0,0,1,0,0,0,0,1,0,1,1
694,114526.1609999999,0,0,1,0,0,1,1,1,0,1,1
695,163599.4999999998,0,0,0,1,0,1,1,0,0,0,0
696,42845.48500000008,0,0,0,0,0,1,1,0,0,0,0
697,26105.00699999987,0,0,0,0,0,1,1,0,0,0,0
698,26079.62099999986,0,0,0,0,0,1,1,0,0,0,0
699,26128.38699999987,0,0,1,0,0,1,1,0,0,0,0
700,26299.538999999895,0,0,1,0,0,1,1,0,0,0,0
701,26220.220999999925,0,0,0,0,0,1,1,0,0,0,0
702,378142.73899999907,0,0,0,0,0,1,1,0,0,0,0
703,522374.57499999955,0,0,0,0,0,1,1,0,0,0,0
704,529503.3089999993,0,0,1,0,0,1,1,0,0,0,0
705,459520.2939999996,0,0,0,0,0,1,1,0,0,0,0
706,441008.0349999991,0,0,0,0,0,1,1,0,0,0,0
707,446143.2969999987,0,0,1,0,0,0,0,0,0,0,0
708,419168.52399999974,0,0,1,0,0,0,0,0,0,0,0
709,487808.36299999966,0,0,1,0,0,0,0,0,0,0,0
710,509678.4989999998,0,0,1,0,0,1,1,0,0,0,0
711,522478.6539999993,0,0,0,0,0,1,1,0,0,0,0
712,494663.44099999784,0,0,0,0,0,1,1,0,0,0,0
713,491089.6119999998,0,0,1,0,0,0,0,0,0,0,0
714,469961.1149999988,0,0,1,0,0,0,0,0,0,0,0
715,489499.3879999984,0,0,0,0,0,1,1,0,0,0,0
716,106234.65199999952,0,0,1,0,0,0,0,0,0,0,0
